home_team,away_team,home_score,away_score,Hasil,HTRF,THFP,PHPAR,PHSPAR,PHPSAR,PHDAR,PHTSA,PHDBAR,PHAAR,ATRF,TAFP,PAPAR,PASPAR,PAPSAR,PADAR,PATSA,PADBAR,PAAAR
Iran,Korea Republic,0,1,Away_win,49,4,67,60,75,58,72,67,28,56,9,72,67,78,62,77,73,26
USA,Chile,1,1,Draw,31,10,70,66,80,62,77,72,27,12,9,73,68,76,64,77,75,28
Honduras,Costa Rica,2,1,Home_win,34,3,70,62,78,60,77,72,28,13,4,66,60,76,57,74,67,27
Japan,Korea Republic,2,2,Draw,44,5,72,66,74,63,73,72,27,56,9,72,67,78,62,77,73,26
Australia,Japan,0,1,Away_win,57,4,71,64,78,62,76,71,26,44,5,72,66,74,63,73,72,27
Argentina,Portugal,2,1,Home_win,3,16,76,66,81,65,76,74,29,14,6,75,70,80,63,78,78,28
France,Brazil,1,0,Home_win,21,14,76,69,80,68,81,76,26,11,20,76,70,80,65,79,79,28
Germany,Italy,1,1,Draw,2,18,76,69,81,67,77,76,26,9,18,76,68,81,66,77,75,27
Iran,Russia,1,0,Home_win,49,4,67,60,75,58,72,67,28,19,10,71,64,76,62,77,75,27
Mexico,Bosnia-Herzegovina,2,0,Home_win,24,15,71,64,75,62,76,72,27,16,1,73,66,79,61,77,75,27
Spain,Colombia,1,0,Home_win,1,14,81,71,79,67,78,82,28,4,5,73,67,80,63,79,75,27
Korea Republic,Honduras,4,0,Home_win,56,9,72,67,78,62,77,73,26,34,3,70,62,78,60,77,72,28
Portugal,Chile,1,1,Draw,14,6,75,70,80,63,78,78,28,12,9,73,68,76,64,77,75,28
USA,Argentina,1,1,Draw,31,10,70,66,80,62,77,72,27,3,16,76,66,81,65,76,74,29
Colombia,Chile,0,2,Away_win,4,5,73,67,80,63,79,75,27,12,9,73,68,76,64,77,75,28
Costa Rica,Argentina,0,0,Draw,13,4,66,60,76,57,74,67,27,3,16,76,66,81,65,76,74,29
England,Ghana,1,1,Draw,10,14,75,68,81,64,79,76,26,23,3,71,66,80,63,81,74,25
Germany,Australia,1,2,Away_win,2,18,76,69,81,67,77,76,26,57,4,71,64,78,62,76,71,26
Germany,Uruguay,2,1,Home_win,2,18,76,69,81,67,77,76,26,6,12,72,66,80,65,77,74,
Nigeria,Argentina,4,1,Home_win,33,5,70,64,80,61,81,74,25,3,16,76,66,81,65,76,74,29
Brazil,Netherlands,0,0,Draw,8,10,74,68,80,63,78,75,26,8,10,74,68,80,63,78,75,26
England,Switzerland,2,2,Draw,10,14,75,68,81,64,79,76,26,7,10,72,66,80,65,78,74,26
USA,Spain,0,4,Away_win,31,10,70,66,80,62,77,72,27,1,14,81,71,79,67,78,82,28
Ecuador,Greece,1,1,Draw,22,4,75,55,77,55,81,72,27,18,3,73,66,79,62,76,74,28
Korea Republic,Ghana,2,1,Home_win,56,9,72,67,78,62,77,73,26,23,3,71,66,80,63,81,74,25
Russia,Cameroon,0,0,Draw,19,10,71,64,76,62,77,75,27,59,7,69,64,81,63,81,74,26
Uruguay,Netherlands,1,1,Draw,6,12,72,66,80,65,77,74,28,8,10,74,68,80,63,78,75,26
Mexico,Costa Rica,4,1,Home_win,24,15,71,64,75,62,76,72,27,13,4,66,60,76,57,74,67,27
Costa Rica,Honduras,1,1,Draw,13,4,66,60,76,57,74,67,27,34,3,70,62,78,60,77,71,28
Colombia,Mexico,0,0,Draw,4,5,73,67,80,63,79,75,27,24,16,73,63,75,62,76,75,26
Honduras,Mexico,0,2,Away_win,34,3,70,62,78,60,77,72,28,24,15,72,62,71,60,77,72,27
Ecuador,Mexico,0,1,Away_win,22,4,75,55,77,55,81,72,27,24,14,71,64,73,62,74,73,25
USA,Mexico,2,4,Away_win,31,10,70,66,80,62,77,72,27,24,15,70,65,74,61,75,74,28
Colombia,Costa Rica,1,0,Home_win,4,5,73,67,80,63,79,75,27,13,4,66,60,76,57,74,67,27
Chile,Mexico,2,1,Home_win,12,9,73,68,76,64,77,75,28,24,15,71,64,75,62,76,72,28
Argentina,Colombia,0,0,Draw,3,16,76,66,81,65,76,74,29,4,5,73,67,80,63,79,75,27
Uruguay,Chile,1,1,Draw,6,12,72,66,80,65,77,74,28,12,9,73,68,76,64,77,75,28
Argentina,Costa Rica,3,0,Home_win,3,16,76,66,81,65,76,74,29,13,4,66,60,76,57,74,67,27
Uruguay,Mexico,1,0,Home_win,6,12,72,66,80,65,77,74,28,24,15,71,,75,62,76,72,27
Argentina,Uruguay,1,1,Draw,3,16,76,66,81,65,76,74,29,6,12,72,66,80,65,,74,28
Bosnia-Herzegovina,Greece,0,0,Draw,16,1,73,66,79,61,77,75,27,18,3,73,66,79,62,76,74,28
France,Chile,1,1,Draw,21,14,76,69,80,68,81,76,26,12,9,73,68,76,64,77,75,28
Germany,Brazil,3,2,Home_win,2,18,76,69,81,67,77,76,26,11,20,76,70,80,65,79,79,28
Italy,Spain,2,1,Home_win,9,18,76,68,81,66,77,75,27,1,14,81,71,79,67,78,82,28
Japan,Korea Republic,3,0,Home_win,44,5,72,66,74,63,73,72,27,56,9,72,67,78,62,77,73,26
USA,Mexico,1,1,Draw,31,10,70,66,80,62,77,72,27,24,15,71,64,75,62,76,72,27
Spain,Chile,3,2,Home_win,1,14,81,71,79,67,78,82,28,12,9,73,68,76,64,77,75,28
USA,Costa Rica,0,1,Away_win,31,10,70,66,80,62,77,72,27,13,4,66,60,76,57,74,67,27
Honduras,Colombia,0,2,Away_win,34,3,70,62,78,60,77,72,28,4,5,73,67,80,63,79,75,27
Mexico,Chile,1,0,Home_win,24,15,71,64,75,62,76,72,27,12,9,73,68,76,64,77,75,28
Brazil,Ghana,1,0,Home_win,11,20,76,70,80,65,79,79,28,23,3,71,66,80,63,81,74,25
Argentina,Nigeria,3,1,Home_win,3,16,76,66,81,65,76,74,29,33,5,70,64,80,61,81,74,25
Belgium,USA,1,0,Home_win,5,12,76,68,82,65,78,77,25,31,10,70,66,80,62,77,72,27
Ecuador,Costa Rica,4,0,Home_win,22,4,75,55,77,55,81,72,27,13,4,66,60,76,57,74,67,27
Argentina,Brazil,0,0,Draw,3,16,76,66,81,65,76,74,29,11,20,76,70,80,65,79,79,28
Brazil,Argentina,2,0,Home_win,11,20,76,70,80,65,79,79,28,3,16,76,66,81,65,76,74,29
Argentina,Chile,4,1,Home_win,3,16,76,66,81,65,76,74,29,12,9,73,68,76,64,77,75,28
Costa Rica,Brazil,0,1,Away_win,13,4,66,60,76,57,74,67,27,11,20,76,70,80,65,79,79,28
USA,Honduras,1,0,Home_win,31,10,70,66,80,62,77,72,27,34,3,70,62,78,60,77,72,28
France,Bosnia-Herzegovina,1,1,Draw,21,14,76,69,80,68,81,76,26,16,1,73,66,79,61,77,75,27
Germany,Belgium,3,1,Home_win,2,18,76,69,81,67,77,76,26,5,12,76,68,82,65,78,77,25
Ghana,Nigeria,0,0,Draw,23,3,71,,80,63,81,,25,33,5,70,64,80,61,81,74,25
Mexico,Brazil,1,2,Away_win,24,15,71,64,75,62,76,72,27,11,20,76,70,80,65,79,79,28
Bosnia-Herzegovina,Portugal,0,0,Draw,16,1,73,66,79,61,77,75,27,14,6,75,70,80,63,78,78,28
France,USA,1,0,Home_win,21,14,76,69,80,68,81,76,26,31,10,70,66,80,62,77,72,27
Greece,Russia,1,1,Draw,18,3,73,66,79,62,76,74,28,19,10,71,64,76,62,77,75,27
Netherlands,Switzerland,0,0,Draw,8,10,74,68,80,63,78,75,26,7,10,72,66,80,65,78,74,26
Uruguay,Chile,4,0,Home_win,6,12,72,66,80,65,77,74,28,12,9,73,68,76,64,77,75,28
England,Spain,1,0,Home_win,10,14,75,68,81,64,79,76,26,1,14,81,71,79,67,78,82,28
Colombia,Argentina,1,2,Away_win,4,5,73,67,80,63,79,75,27,3,16,76,66,81,65,76,74,29
Costa Rica,Spain,2,2,Draw,13,4,66,60,76,57,74,67,27,1,14,81,71,79,67,78,82,28
France,Belgium,0,0,Draw,21,14,76,69,80,68,81,76,26,5,12,76,68,82,65,78,77,25
Germany,Netherlands,3,0,Home_win,2,18,76,69,81,67,77,76,26,8,10,74,68,80,63,78,75,26
Italy,Uruguay,0,1,Away_win,9,18,76,68,81,66,77,75,27,6,12,72,66,80,65,77,74,28
Portugal,Bosnia-Herzegovina,6,2,Home_win,14,6,75,70,80,63,78,78,28,16,1,73,66,79,61,77,75,27
Bosnia-Herzegovina,Brazil,1,2,Away_win,16,1,73,66,79,61,77,75,27,11,20,76,70,80,65,79,79,28
Chile,Ghana,1,1,Draw,12,9,73,68,76,64,77,75,28,23,3,71,66,80,63,81,74,25
Ecuador,Honduras,2,0,Home_win,22,4,75,55,,55,81,72,27,34,3,70,62,78,60,77,72,28
England,Netherlands,2,3,Away_win,10,14,75,68,81,64,79,76,26,8,10,74,68,80,63,78,75,26
Germany,France,1,2,Away_win,2,18,76,69,81,67,77,76,26,21,14,76,69,80,68,81,76,26
Greece,Belgium,1,1,Draw,18,3,73,66,79,62,76,74,28,5,12,76,68,82,65,78,77,25
Italy,USA,0,1,Away_win,9,18,76,68,81,66,77,75,27,31,10,70,66,80,62,77,72,27
Mexico,Colombia,0,2,Away_win,24,15,71,64,75,62,76,72,27,4,5,73,67,80,63,79,75,27
Switzerland,Argentina,1,3,Away_win,7,10,72,66,80,65,78,74,26,3,16,76,66,81,65,76,74,29
Costa Rica,Honduras,1,1,Draw,13,4,66,60,76,57,74,,27,34,3,70,62,78,60,77,72,28
Russia,Uruguay,1,1,Draw,19,10,71,64,76,62,77,75,27,6,12,72,66,80,65,77,74,28
Switzerland,Germany,5,3,Home_win,7,10,72,66,80,65,78,74,26,2,18,76,69,81,67,77,76,26
Spain,Korea Republic,4,1,Home_win,1,14,81,71,79,67,78,82,28,56,9,72,67,78,62,77,73,26
USA,Brazil,1,4,Away_win,31,10,70,66,80,62,77,72,27,11,20,76,70,80,65,79,79,28
Mexico,Bosnia-Herzegovina,2,1,Home_win,24,15,71,64,75,62,76,72,27,16,1,73,66,79,61,77,75,27
Italy,Russia,0,3,Away_win,9,18,76,68,81,66,77,75,27,19,10,71,64,76,62,77,75,27
England,Belgium,1,0,Home_win,10,14,75,68,81,64,79,76,26,5,12,76,68,82,65,78,77,25
Mexico,Brazil,2,0,Home_win,24,15,71,64,75,62,76,72,27,11,20,76,70,80,65,79,79,28
Brazil,Argentina,3,4,Away_win,11,20,76,70,80,65,79,79,28,3,16,76,66,81,65,76,74,29
Germany,Portugal,1,0,Home_win,2,18,76,69,81,67,77,76,26,14,6,75,70,80,63,78,78,28
Ecuador,Colombia,1,0,Home_win,22,4,75,55,77,55,81,72,27,4,5,73,67,80,63,79,75,27
Spain,Italy,1,1,Draw,1,14,81,71,79,67,78,82,28,9,18,76,68,81,66,77,75,27
France,England,1,1,Draw,21,14,76,69,80,68,81,76,26,10,14,75,68,81,64,79,76,26
Australia,Japan,1,1,Draw,57,4,71,64,78,62,76,71,26,44,5,72,66,74,63,73,72,27
Netherlands,Germany,1,2,Away_win,8,10,74,68,80,63,78,75,26,2,18,76,69,81,67,77,76,26
Greece,Russia,1,0,Home_win,18,3,73,66,79,62,76,74,,19,10,71,64,76,62,77,75,27
Portugal,Netherlands,2,1,Home_win,14,6,75,70,80,63,78,78,28,8,10,,68,80,63,78,75,26
Germany,Greece,4,2,Home_win,2,18,76,69,81,67,77,76,26,18,3,73,66,79,62,76,74,28
Spain,France,2,0,Home_win,1,14,81,71,79,67,78,82,28,21,14,76,69,80,68,81,76,26
England,Italy,0,0,Draw,10,14,75,68,81,64,79,76,26,9,18,76,68,81,66,77,75,27
Portugal,Spain,0,0,Draw,14,6,75,70,80,63,78,78,28,1,14,81,71,79,67,78,82,28
Germany,Italy,1,2,Away_win,2,18,76,69,81,67,77,76,26,18,76,68,81,66,77,75,27,
Spain,Italy,4,0,Home_win,1,14,81,71,79,67,78,82,28,18,76,68,81,66,77,75,27,
Belgium,Netherlands,4,2,Home_win,5,12,76,68,82,65,78,77,25,8,10,74,68,80,63,78,75,26
Ecuador,Chile,3,0,Home_win,22,4,75,55,77,55,81,72,27,12,9,73,68,76,64,77,75,28
England,Italy,2,1,Home_win,10,14,75,68,81,64,79,76,9,18,76,68,81,66,77,75,27,
France,Uruguay,0,0,Draw,21,14,76,69,80,68,81,76,26,6,12,72,66,80,65,77,74,28
Germany,Argentina,1,3,Away_win,2,18,76,69,81,67,77,76,26,3,16,76,66,81,65,76,74,29
Mexico,USA,0,1,Away_win,24,15,71,64,75,62,76,72,27,31,10,70,66,80,62,77,72,27
Russia,Ivory Coast,1,1,Draw,19,10,71,64,76,62,77,75,27,17,3,72,65,80,62,80,73,27
Colombia,Uruguay,4,0,Home_win,4,5,73,67,80,63,79,75,27,6,12,72,66,80,65,77,74,28
Costa Rica,Mexico,0,2,Away_win,13,4,66,60,76,57,74,67,27,,,,,,,,,
Chile,Colombia,1,3,Away_win,12,9,73,68,76,64,77,75,28,4,5,73,67,80,63,79,75,27
Mexico,Costa Rica,1,0,Home_win,24,15,71,64,75,62,76,72,27,13,4,66,60,76,57,74,67,27
Brazil,Argentina,2,1,Home_win,11,20,76,70,80,65,79,79,28,3,16,76,66,81,65,,74,29
Argentina,Uruguay,3,0,Home_win,3,16,76,66,81,65,76,74,29,6,12,72,66,80,65,77,74,28
Ecuador,Chile,3,1,Home_win,22,4,75,55,77,55,81,72,27,12,9,73,68,76,64,77,75,28
France,Japan,0,1,Away_win,21,14,76,69,80,68,81,76,26,44,5,72,66,74,63,73,72,27
Greece,Bosnia-Herzegovina,0,0,Draw,18,3,73,66,79,62,76,74,28,16,1,73,66,79,61,77,75,27
Russia,Portugal,1,0,Home_win,19,10,71,64,76,62,77,75,27,14,6,75,70,80,63,78,78,28
Chile,Argentina,1,2,Away_win,12,9,73,68,76,64,77,75,28,3,16,76,66,81,65,76,74,29
Colombia,Cameroon,3,0,Home_win,4,5,73,67,80,63,79,75,27,59,7,69,64,81,63,81,74,26
Iran,Korea Republic,1,0,Home_win,49,4,67,60,75,58,72,67,28,56,9,72,67,78,62,77,73,26
Japan,Brazil,0,4,Away_win,44,5,72,66,74,63,73,72,27,11,20,76,70,80,65,79,79,28
Spain,France,1,1,Draw,1,14,81,71,79,67,78,82,28,21,14,76,69,80,68,,76,26
Algeria,Bosnia-Herzegovina,0,1,Away_win,,,,,,,,,,16,1,73,66,79,61,77,75,27
Brazil,Colombia,1,1,Draw,11,20,76,70,80,65,79,79,28,4,5,73,67,80,63,79,75,27
Italy,France,1,2,Away_win,9,18,76,68,81,66,77,75,27,21,14,76,69,80,68,81,76,26
Korea Republic,Australia,1,2,Away_win,56,9,72,67,78,62,77,73,26,57,4,71,64,78,62,76,71,26
Netherlands,Germany,0,0,Draw,8,10,74,68,80,63,78,75,26,2,18,76,69,81,67,77,76,26
Russia,USA,2,2,Draw,19,10,71,64,76,62,77,75,27,31,10,70,66,80,62,77,72,27
Argentina,Brazil,2,1,Home_win,3,16,76,66,81,65,76,74,29,11,20,76,70,80,65,79,79,28
Costa Rica,Honduras,1,0,Home_win,13,4,66,60,76,57,74,67,27,34,3,70,62,78,60,77,72,28
Algeria,Ivory Coast,2,2,Draw,,,,,,,,,,17,3,72,65,80,62,80,73,27
Ivory Coast,Nigeria,1,2,Away_win,17,3,72,65,80,62,80,73,27,33,5,70,64,80,61,81,74,25
England,Brazil,2,1,Home_win,10,14,75,68,81,64,79,76,26,11,20,76,70,80,65,79,79,
France,Germany,1,2,Away_win,21,14,76,69,80,68,81,76,26,2,18,76,69,81,67,77,76,26
Greece,Switzerland,0,0,Draw,18,3,73,66,79,62,76,74,28,7,10,72,66,80,65,78,74,26
Honduras,USA,2,1,Home_win,34,3,70,62,78,60,77,72,28,31,10,70,66,80,62,77,72,27
Netherlands,Italy,1,1,Draw,8,10,74,68,80,63,78,75,26,9,18,76,68,81,66,77,75,27
Spain,Uruguay,3,1,Home_win,1,14,81,71,79,67,78,82,28,6,12,72,66,80,65,77,74,28
Italy,Brazil,2,2,Draw,9,18,76,68,81,66,77,75,27,11,20,76,70,80,65,79,79,28
Bosnia-Herzegovina,Greece,3,1,Home_win,16,1,73,66,79,61,77,75,27,18,3,73,66,79,62,76,74,28
Honduras,Mexico,2,2,Draw,34,3,70,62,78,60,77,72,28,24,15,71,64,75,62,76,,27
USA,Costa Rica,1,0,Home_win,31,10,70,66,80,62,77,72,27,13,4,66,60,76,57,74,67,27
Russia,Brazil,1,1,Draw,19,10,71,64,76,62,77,75,27,11,20,76,70,80,65,79,79,28
Chile,Uruguay,2,0,Home_win,12,9,73,68,76,64,77,75,28,6,12,72,66,80,65,77,74,28
France,Spain,0,1,Away_win,21,14,76,69,80,68,81,76,26,1,14,81,71,79,67,78,82,28
Mexico,USA,0,0,Draw,24,15,71,64,75,62,76,72,27,31,10,70,66,80,62,77,72,27
Brazil,Chile,2,2,Draw,11,20,76,70,80,65,79,79,28,12,9,73,68,76,64,77,75,28
Ecuador,Germany,2,4,Away_win,22,4,75,55,77,55,81,72,27,2,18,76,69,81,67,77,76,26
USA,Belgium,2,4,Away_win,31,10,70,66,80,62,77,72,27,5,12,76,68,82,65,78,77,25
Mexico,Nigeria,2,2,Draw,24,15,71,64,75,62,76,72,27,33,5,70,64,80,61,81,74,25
Brazil,England,2,2,Draw,11,20,76,70,80,65,79,79,28,10,14,75,68,81,64,79,76,26
USA,Germany,4,3,Home_win,31,10,70,66,80,62,77,72,27,2,18,76,69,81,67,77,76,26
Japan,Australia,1,1,Draw,44,5,72,66,74,63,73,72,27,57,4,71,64,78,62,76,71,26
Uruguay,France,1,0,Home_win,6,12,72,66,80,65,77,74,28,21,14,76,69,80,68,81,76,26
Argentina,Colombia,0,0,Draw,3,16,76,66,81,65,76,74,29,4,5,73,67,80,63,79,75,27
Costa Rica,Honduras,1,0,Home_win,13,4,66,60,76,57,74,67,27,34,3,70,62,78,60,77,72,28
Portugal,Russia,1,0,Home_win,19,10,71,64,76,62,77,75,27,14,6,75,70,80,63,78,78,28
Brazil,France,3,0,Home_win,11,20,76,70,80,65,79,79,28,21,14,76,69,80,68,81,76,26
Ecuador,Argentina,1,1,Draw,22,4,75,55,77,55,81,72,27,3,16,76,66,81,65,76,74,29
Mexico,Costa Rica,0,0,Draw,24,15,71,64,75,62,76,72,27,13,4,66,60,76,57,74,67,27
Ghana,Ivory Coast,2,1,Home_win,23,3,71,66,80,63,81,74,25,17,3,72,65,80,62,80,73,27
Ghana,Ivory Coast,1,1,Draw,23,3,71,66,80,63,81,74,25,17,3,72,65,80,62,80,73,27
Brazil,Japan,3,0,Home_win,11,20,76,70,80,65,79,79,28,44,5,72,66,74,63,73,72,27
Mexico,Italy,1,2,Away_win,24,15,71,64,75,62,76,72,27,9,18,76,68,81,66,,75,27
Spain,Uruguay,2,1,Home_win,1,14,81,71,79,67,78,82,28,6,12,72,66,80,65,77,74,28
Korea Republic,Iran,0,1,Away_win,56,9,72,67,78,62,77,73,26,49,4,67,60,75,58,72,67,28
USA,Honduras,1,0,Home_win,31,10,70,66,80,62,77,72,27,34,3,70,62,78,60,77,72,28
Brazil,Mexico,2,0,Home_win,11,20,76,70,80,65,79,79,28,24,15,71,64,75,62,76,72,27
Italy,Japan,4,3,Home_win,9,18,76,68,81,66,77,75,27,44,5,72,66,74,63,73,72,27
Nigeria,Uruguay,1,2,Away_win,33,5,70,64,80,61,81,74,25,6,12,72,66,80,65,77,74,28
Italy,Brazil,2,4,Away_win,9,18,76,68,81,66,77,75,27,11,20,76,70,80,65,79,79,
Japan,Mexico,1,2,Away_win,44,5,72,66,74,63,73,72,27,24,15,71,64,75,62,76,72,27
Nigeria,Spain,0,3,Away_win,33,5,70,64,80,61,81,74,25,1,14,81,71,79,67,78,82,28
Brazil,Uruguay,2,1,Home_win,11,20,76,70,80,65,79,79,28,6,12,72,66,80,65,77,74,28
Spain,Italy,0,0,Draw,1,14,81,71,79,67,78,82,28,9,18,76,68,81,66,77,75,27
Brazil,Spain,3,0,Home_win,11,20,76,70,80,65,79,79,28,1,14,81,71,79,67,78,82,28
Uruguay,Italy,2,2,Draw,6,12,72,66,80,65,77,74,28,9,18,76,68,81,66,77,75,27
Nigeria,Ivory Coast,4,1,Home_win,33,5,70,64,80,61,81,74,25,17,3,72,65,80,62,80,73,27
USA,Costa Rica,1,0,Home_win,31,10,70,66,80,62,77,72,27,13,4,66,60,76,57,74,,27
Korea Republic,Australia,0,0,Draw,56,9,72,67,78,62,77,73,26,57,4,71,64,78,62,76,71,26
Honduras,Costa Rica,1,0,Home_win,34,3,70,62,78,60,77,72,28,13,4,66,60,76,57,74,67,27
USA,Honduras,3,1,Home_win,31,10,70,66,80,62,77,72,27,34,3,70,62,78,60,77,72,28
Japan,Australia,3,2,Home_win,44,5,72,66,74,63,73,72,27,57,4,71,64,78,62,76,71,26
Ivory Coast,Nigeria,2,0,Home_win,17,3,72,65,80,62,80,73,27,33,5,70,64,80,61,81,74,25
Korea Republic,Japan,1,2,Away_win,56,9,72,67,78,62,77,73,26,44,5,72,66,74,63,73,72,27
Belgium,France,0,0,Draw,5,12,76,68,82,65,78,77,25,21,14,76,69,80,68,81,76,26
Bosnia-Herzegovina,USA,3,4,Home_win,16,1,73,66,79,61,77,75,27,31,10,70,66,80,62,77,72,27
Ecuador,Spain,0,2,Away_win,22,4,75,55,77,55,81,72,27,1,14,81,71,79,67,78,82,28
Italy,Argentina,1,2,Away_win,9,18,76,68,81,66,77,75,27,3,16,76,66,81,65,76,74,29
Japan,Uruguay,2,4,Away_win,44,5,72,66,74,63,73,72,27,6,12,72,66,80,65,77,74,28
Mexico,Ivory Coast,4,1,Home_win,24,15,71,64,75,62,76,72,27,17,3,72,65,80,62,80,73,27
Portugal,Netherlands,1,1,Draw,14,6,75,70,80,63,78,78,28,8,10,74,68,80,63,78,75,26
Switzerland,Brazil,1,0,Home_win,7,10,72,66,80,65,78,74,26,11,20,76,70,80,65,79,79,28
Costa Rica,USA,3,1,Home_win,13,4,66,60,76,57,74,67,27,31,10,70,66,80,62,77,72,27
Mexico,Honduras,1,2,Away_win,24,15,71,64,75,62,76,72,27,34,3,70,62,78,60,77,72,28
Brazil,Australia,6,0,Home_win,11,20,76,70,80,65,79,79,28,57,4,71,64,78,62,76,71,26
Brazil,Portugal,3,1,Home_win,11,20,76,70,80,65,79,79,28,14,6,75,70,80,63,78,78,28
Japan,Ghana,3,1,Home_win,44,5,72,66,74,63,73,72,27,23,3,71,66,80,63,81,74,25
Spain,Chile,2,2,Draw,1,14,81,71,79,67,78,82,28,12,9,73,68,76,64,77,75,28
Uruguay,Colombia,2,0,Home_win,6,12,72,66,80,65,77,74,28,4,5,73,67,80,63,79,75,27
USA,Mexico,2,0,Home_win,31,10,70,66,80,62,77,72,27,24,15,71,64,75,62,,72,27
Colombia,Chile,3,3,Draw,4,5,73,67,80,63,79,75,27,12,9,73,68,76,64,77,75,28
Ecuador,Uruguay,1,0,Home_win,22,4,75,55,77,55,81,72,27,6,12,72,66,80,65,77,74,28
France,Australia,6,0,Home_win,21,14,76,69,80,68,81,76,26,57,4,71,64,78,62,76,71,26
Honduras,Costa Rica,1,0,Home_win,34,3,70,62,78,60,77,72,28,13,4,66,60,76,57,74,67,27
Korea Republic,Brazil,0,2,Away_win,56,9,72,67,78,62,77,73,26,11,20,76,70,80,65,79,79,28
Costa Rica,Mexico,2,1,Home_win,13,4,66,60,76,57,74,67,27,24,15,71,64,75,62,76,72,27
Uruguay,Argentina,3,2,Home_win,6,12,72,66,80,65,77,74,28,3,16,76,66,81,65,76,74,29
Belgium,Colombia,0,2,Away_win,5,12,76,68,82,65,78,77,25,4,5,73,67,80,63,79,75,27
England,Chile,0,2,Away_win,10,14,75,68,81,64,79,76,26,12,9,73,68,76,64,77,75,28
Italy,Germany,1,1,Draw,9,18,76,68,81,66,77,75,27,2,18,76,69,81,67,77,76,
Korea Republic,Switzerland,2,1,Home_win,56,9,72,67,78,62,77,73,26,7,10,72,66,80,65,78,74,26
Honduras,Brazil,0,5,Away_win,34,3,70,62,78,60,77,72,28,11,20,76,70,80,65,79,79,28
Netherlands,Japan,2,2,Draw,8,10,74,68,80,63,78,75,26,44,5,72,66,74,63,73,72,27
Argentina,Bosnia-Herzegovina,2,0,Home_win,3,16,76,66,81,65,76,74,29,16,1,73,66,79,61,77,75,27
Italy,Nigeria,2,2,Draw,9,18,76,68,81,66,77,75,27,33,5,70,64,80,61,81,74,25
Australia,Costa Rica,1,0,Home_win,57,4,71,64,78,62,76,71,26,13,4,66,60,76,57,74,67,27
Belgium,Japan,2,3,Away_win,5,12,76,68,82,65,78,77,25,44,5,72,66,74,63,73,72,27
Brazil,Chile,2,1,Home_win,11,20,76,70,80,65,79,79,28,12,9,73,68,76,64,77,75,28
England,Germany,0,1,Away_win,10,14,75,68,81,64,79,76,26,2,18,76,69,81,67,77,76,26
Netherlands,Colombia,0,0,Draw,8,10,74,68,80,63,78,75,26,4,5,73,67,80,63,79,75,27
Russia,Korea Republic,2,1,Home_win,19,10,71,64,76,62,77,75,27,56,9,72,67,78,62,77,,26
Chile,Costa Rica,4,0,Home_win,12,9,73,68,76,64,77,75,28,13,4,66,60,76,57,74,67,27
Costa Rica,Korea Republic,0,1,Away_win,13,4,66,60,76,57,74,67,27,56,9,72,67,78,62,77,73,26
Mexico,Korea Republic,4,0,Home_win,24,15,71,64,75,62,76,72,27,56,9,72,67,78,62,77,73,26
Nigeria,Ghana,0,0,Draw,33,5,70,64,80,61,81,74,25,23,3,71,66,80,63,81,74,25
USA,Korea Republic,2,0,Home_win,31,10,70,66,80,62,77,72,27,56,9,72,67,78,62,77,73,26
Belgium,Ivory Coast,2,2,Draw,5,12,76,68,82,65,78,77,25,17,3,72,65,80,62,80,73,27
France,Netherlands,2,0,Home_win,21,14,76,69,80,68,81,76,26,8,10,74,68,80,63,78,75,26
Germany,Chile,1,0,Home_win,2,18,76,69,81,67,77,76,26,12,9,73,68,76,64,77,75,28
Greece,Korea Republic,0,2,Away_win,18,3,73,66,79,62,76,74,28,56,9,72,67,78,62,77,73,26
Portugal,Cameroon,5,1,Home_win,14,6,75,70,80,63,78,78,28,59,7,69,64,81,63,81,74,26
Spain,Italy,1,0,Home_win,1,14,81,71,79,67,78,82,28,9,18,76,68,81,66,77,75,27
Bosnia-Herzegovina,Ivory Coast,2,1,Home_win,16,1,73,66,79,61,77,75,27,17,3,72,65,80,62,80,73,27
Netherlands,Ghana,1,0,Home_win,8,10,74,68,80,63,78,75,26,23,3,71,66,80,63,81,74,25
Portugal,Greece,0,0,Draw,14,6,75,70,80,63,78,78,28,18,3,73,66,79,62,76,74,28
Germany,Cameroon,2,2,Draw,2,18,76,69,81,67,77,76,26,59,7,69,64,81,63,81,74,26
Costa Rica,Japan,1,3,Away_win,13,4,66,60,76,57,74,67,27,44,5,72,66,74,63,73,72,27
Greece,Nigeria,0,0,Draw,18,3,73,66,79,62,76,74,28,33,5,70,64,80,61,81,74,25
Mexico,Bosnia-Herzegovina,0,1,Away_win,24,15,71,64,75,62,76,72,27,16,1,73,66,79,61,77,75,27
Ecuador,England,2,2,Draw,22,4,75,55,77,55,81,72,27,10,14,75,68,81,64,79,76,26
Mexico,Portugal,0,1,Away_win,24,15,71,64,75,62,76,72,27,14,6,75,70,80,63,78,78,28
Honduras,England,0,0,Draw,34,3,70,62,78,60,77,72,28,10,14,75,68,81,64,79,76,26
USA,Nigeria,2,1,Home_win,31,10,70,66,80,62,77,72,27,33,5,70,64,80,61,81,74,25
Ghana,Korea Republic,4,0,Home_win,23,3,71,66,80,63,81,74,25,56,9,72,67,78,62,77,73,26
Chile,Australia,3,1,Home_win,12,9,73,68,76,64,77,75,28,57,4,71,64,78,62,76,71,26
